danceability,energy,key,loudness,mode,speechiness,instrumentalness,valence,tempo,id,analysis_url,duration_ms,time_signature,name,artists_name,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
0.367,0.964,7,-7.298,1,0.0716,1.33e-4,0.323,93.91,6objH5inArC5Cf8M8isW74,https://api.spotify.com/v1/audio-analysis/6objH5inArC5Cf8M8isW74,392093,4,Come Back,Twisted Sister,0.455,0.882,0.34,0.534
0.501,0.879,6,-4.515,1,0.0535,0.00556,0.391,116.226,6NMazfwPRs9mwTJAiIWf3h,https://api.spotify.com/v1/audio-analysis/6NMazfwPRs9mwTJAiIWf3h,287413,4,Come Back to Black,W.A.S.P.,0.947,0.97,0,0.148
0.361,0.929,10,-4.573,0,0.129,0.184,0.0944,149.877,2Q1SiJPkIbczE1uZPCw17g,https://api.spotify.com/v1/audio-analysis/2Q1SiJPkIbczE1uZPCw17g,255653,4,Come Clarity,In Flames,0.22,0.93,0.389,0.416
0.408,0.683,9,-6.908,0,0.0476,3.08e-4,0.289,90.102,0uZfZ0mRLJQSpD4TZS4jNF,https://api.spotify.com/v1/audio-analysis/0uZfZ0mRLJQSpD4TZS4jNF,199562,4,Come On Down,Zeal & Ardor,0.367,0.949,0.077,0.235
0.404,0.916,8,-12.699,0,0.0982,2.51e-6,0.176,157.521,3SPJpKR25VMjWwIo2JCL6k,https://api.spotify.com/v1/audio-analysis/3SPJpKR25VMjWwIo2JCL6k,294427,4,Come Out and Play,Twisted Sister,0.276,1,0.767,0.643
0.529,0.937,6,-4.567,0,0.101,0,0.704,152.928,0qLeR6QBC1DB0pHKXeZMO6,https://api.spotify.com/v1/audio-analysis/0qLeR6QBC1DB0pHKXeZMO6,172467,4,Coming Down,Silverstein,0.03,0.785,0.481,0.542
0.414,0.95,7,-5.031,1,0.213,0.0253,0.239,95.03,2wCKGd4ODvXDmI4Rl6gaz4,https://api.spotify.com/v1/audio-analysis/2wCKGd4ODvXDmI4Rl6gaz4,195240,4,Coming Down Is Calming Down,Underoath,0.161,0.929,0.332,0.324
0.378,0.975,1,-6.447,0,0.055,0.0018,0.457,178.008,3vYP5IgBfHv9nWbNhTq3IS,https://api.spotify.com/v1/audio-analysis/3vYP5IgBfHv9nWbNhTq3IS,385400,4,Coming Home,Avenged Sevenfold,0.126,0.997,0.084,0.321
0.332,0.887,4,-6.655,0,0.0537,5.79e-5,0.467,79.761,4nR3yzH1NavoPTAFF0zuvN,https://api.spotify.com/v1/audio-analysis/4nR3yzH1NavoPTAFF0zuvN,352440,4,Coming Home,Iron Maiden,0.29,0.796,0.369,0.443
0.439,0.98,0,-4.574,1,0.0644,0.81,0.331,165.749,4aophabYa0QXEwd0aNj7j0,https://api.spotify.com/v1/audio-analysis/4aophabYa0QXEwd0aNj7j0,256293,4,Coming of the Tide,Amon Amarth,0.66,0.82,0.608,0.541
0.436,0.95,6,-4.359,1,0.148,0.0725,0.379,134.94,1rCGGYVMLQK6VjiM4Hf8BU,https://api.spotify.com/v1/audio-analysis/1rCGGYVMLQK6VjiM4Hf8BU,237013,4,Coming Undone,Imminence,0.557,1,0.351,0.605
0.687,0.677,2,-4.172,1,0.0508,1.37e-4,0.545,75.052,3o7TMr6RmIusYH7Kkg7ujR,https://api.spotify.com/v1/audio-analysis/3o7TMr6RmIusYH7Kkg7ujR,199773,4,Coming Undone,Korn,0,0.902,0.578,0.563
0.566,0.842,0,-3.875,1,0.0664,5.68e-5,0.775,141.971,3yJdc9eUzmXMHUjjfaeX4G,https://api.spotify.com/v1/audio-analysis/3yJdc9eUzmXMHUjjfaeX4G,190343,1,Compulsive Future Projection,Prong,0.924,0.385,0.585,0.545
0.738,0.623,0,-3.4,1,0.0434,7.32e-6,0.612,122.951,0zyFMqIS8zWHncTvL03rKw,https://api.spotify.com/v1/audio-analysis/0zyFMqIS8zWHncTvL03rKw,171747,4,Computer Boy,Poppy,0.767,1,0.665,0.539
0.329,0.957,2,-5.887,0,0.0808,0.371,0.383,129.978,5XdFVvTBhr1JvtZfazo3fE,https://api.spotify.com/v1/audio-analysis/5XdFVvTBhr1JvtZfazo3fE,213573,4,Con Clavi Con Dio,Ghost,0.168,0.91,0.172,0.315
0.328,0.931,0,-6.848,1,0.074,1.14e-6,0.507,173.43,2EMYk2brsq1gFYbz8hXPMZ,https://api.spotify.com/v1/audio-analysis/2EMYk2brsq1gFYbz8hXPMZ,104093,4,Conceived Through An Act Of Violence,Hatebreed,0.244,0.94,0.851,0.487
0.17,0.947,9,-5.399,1,0.348,0.00125,0.216,176.024,015EEnzb9yU7gfyyeYYYxy,https://api.spotify.com/v1/audio-analysis/015EEnzb9yU7gfyyeYYYxy,200744,4,Concrete,Poppy,0.225,0.789,0.388,0.372
0.631,0.754,5,-5.093,0,0.0326,1.95e-5,0.52,109.664,3TTV8cxCMU0qrcBJkWyMKN,https://api.spotify.com/v1/audio-analysis/3TTV8cxCMU0qrcBJkWyMKN,222760,4,Concrete Slave,Soil,0.76,0.99,0.017,0.336
0.318,0.955,2,-2.411,1,0.155,0.657,0.669,166.808,2PFrS6ES8XPovAXRO6NS6U,https://api.spotify.com/v1/audio-analysis/2PFrS6ES8XPovAXRO6NS6U,241760,4,Confessional,Lamb of God,0.184,0.917,0.568,0.554
0.301,0.963,1,-4.2,1,0.165,0.0173,0.438,146.175,3rBS8YOuh3dcyygmaVtfPB,https://api.spotify.com/v1/audio-analysis/3rBS8YOuh3dcyygmaVtfPB,162827,4,Confide In No One,Hatebreed,0.25,0.658,0.65,0.628
0.512,0.598,5,-3.712,0,0.0974,0,0.538,171.874,33e3om2LnwbpMvLrII4Iuw,https://api.spotify.com/v1/audio-analysis/33e3om2LnwbpMvLrII4Iuw,209093,4,Conflicted,Halestorm,0.189,0.756,0.195,0.537
0.447,0.99,4,-3.752,1,0.0639,0.0344,0.35,122.288,3m8zeHjUKHDVHbx5JmS2qx,https://api.spotify.com/v1/audio-analysis/3m8zeHjUKHDVHbx5JmS2qx,401226,4,Confusion,Metallica,0.726,0.842,0.65,0.546
0.266,0.846,2,-4.941,1,0.049,0.0199,0.447,119.641,2ODjbbi39SiDgYKVR2LYW3,https://api.spotify.com/v1/audio-analysis/2ODjbbi39SiDgYKVR2LYW3,510973,4,Conjure,DOWN,0.378,0.873,0.658,0.522
0.77,0.22,7,-23.579,1,0.364,0.23,0.128,102.982,62oCjDXxmQRsbT8epXDWBf,https://api.spotify.com/v1/audio-analysis/62oCjDXxmQRsbT8epXDWBf,78600,3,Connected,Gojira,1,1,0.045,0.343
0.339,0.735,7,-6.11,0,0.0461,0.832,0.137,132.783,1xdmx0UEYQE5Wl7D7UUt5U,https://api.spotify.com/v1/audio-analysis/1xdmx0UEYQE5Wl7D7UUt5U,213480,4,Conquer Or Die,Megadeth,0.461,0.872,0.174,0.204
0.387,0.924,9,-5.195,1,0.0487,1.19e-5,0.322,92.083,5TmqFw6ePaDw2WEBSdGq8L,https://api.spotify.com/v1/audio-analysis/5TmqFw6ePaDw2WEBSdGq8L,282267,4,Conquest,Judas Priest,0.031,0.993,0.618,0.326
0.191,0.998,8,-1.126,1,0.16,0.459,0.0562,199.145,51hyMBGyW5xQpwy1WQ24Db,https://api.spotify.com/v1/audio-analysis/51hyMBGyW5xQpwy1WQ24Db,186373,4,Consfearacy,Slayer,0.086,1,0.398,0.361
0.455,0.97,1,-2.751,0,0.0591,3.15e-6,0.195,147.917,3Mf14z1ZEyECsYTVsu7aRv,https://api.spotify.com/v1/audio-analysis/3Mf14z1ZEyECsYTVsu7aRv,199160,4,Constance,The Devil Wears Prada,0.431,0.803,0.35,0.383
0.346,0.919,2,-3.731,1,0.0899,0,0.29,194.853,1d8XNzcKVmplZwTJLADm7o,https://api.spotify.com/v1/audio-analysis/1d8XNzcKVmplZwTJLADm7o,277867,3,Contagion,Fear Factory,0.334,0.988,0.515,0.625
0.584,0.972,5,-4.124,1,0.0635,0.00944,0.56,104.486,6b8OE96nusI4OHlMM6C7zq,https://api.spotify.com/v1/audio-analysis/6b8OE96nusI4OHlMM6C7zq,192323,4,Contagious,Of Mice & Men,0.672,0.962,0.006,0.475
0.44,0.975,6,-3.635,0,0.107,2.88e-4,0.504,178.025,39GWIcCl2bG1S54HU8zfBC,https://api.spotify.com/v1/audio-analysis/39GWIcCl2bG1S54HU8zfBC,268627,4,Contempt Breeds Contamination,Trivium,0.331,1,0,0.245
0.476,0.978,6,-3.643,1,0.117,6.97e-6,0.28,119.997,0dCPpei0tYMBN1yvdFSnae,https://api.spotify.com/v1/audio-analysis/0dCPpei0tYMBN1yvdFSnae,255531,4,Continuum,ERRA,0.623,1,0.505,0.515
0.336,0.997,0,-3.016,0,0.262,1.04e-5,0.141,121.469,26BpFV93BbQ07OierXsHqE,https://api.spotify.com/v1/audio-analysis/26BpFV93BbQ07OierXsHqE,202040,4,Contractor,Lamb of God,0.056,0.505,0.39,0.108
0.318,0.673,2,-9.098,1,0.0474,2.38e-4,0.314,115.893,1fKndHB7eccs1DZv5kscUj,https://api.spotify.com/v1/audio-analysis/1fKndHB7eccs1DZv5kscUj,250467,4,Contradictions,Prong,0.32,0.593,0.76,0.637
0.495,0.987,1,-3.3,1,0.121,0.00848,0.452,143.861,6PyawKQl2tQGqmitbvB4ov,https://api.spotify.com/v1/audio-analysis/6PyawKQl2tQGqmitbvB4ov,185093,4,Control It,Static-X,0.747,1,0.572,0.56
0.503,0.977,6,-3.083,1,0.0751,0.00364,0.506,90.991,1zdOd4iHhCXDY72VX8mX7w,https://api.spotify.com/v1/audio-analysis/1zdOd4iHhCXDY72VX8mX7w,224279,4,Control Me,Outrun the Fall,0.043,1,0.518,0.565
0.443,0.91,10,-7.011,0,0.0542,0.0815,0.295,94.495,2iVihTBuOHnC1WknZvG8GB,https://api.spotify.com/v1/audio-analysis/2iVihTBuOHnC1WknZvG8GB,325147,4,Control the Divine,Blind Guardian,0.19,0.992,0.42,0.58
0.362,0.846,11,-13.033,1,0.0439,0.0325,0.321,88.856,4Mkf3rHGN4y9JZpDWSUUXh,https://api.spotify.com/v1/audio-analysis/4Mkf3rHGN4y9JZpDWSUUXh,337667,4,Controlled By Hatred,Suicidal Tendencies,0.33,1,0.233,0.237
0.536,0.945,8,-4.308,1,0.096,0,0.314,95.02,3YOD5hYgagmEGGKIyiBEF1,https://api.spotify.com/v1/audio-analysis/3YOD5hYgagmEGGKIyiBEF1,264893,4,Controlled Demolition,Fear Factory,0.007,1,0.253,0.358
0.551,0.984,11,-3.601,0,0.08,0.814,0.286,114.896,4sKiSgVuApFFU6UmDV0SpX,https://api.spotify.com/v1/audio-analysis/4sKiSgVuApFFU6UmDV0SpX,218293,4,Controller,Prong,0.557,1,0.859,0.602
0.391,0.974,1,-3.453,0,0.102,0,0.114,130.013,4oZGE7IbyfFGVbqUlA7f7R,https://api.spotify.com/v1/audio-analysis/4oZGE7IbyfFGVbqUlA7f7R,218840,4,Convalesce,Wolves At The Gate,0.355,1,0.399,0.478
0.332,0.97,5,-3.99,0,0.0983,0,0.335,88.937,4xqnP90d1SV9wYXlQcx4uf,https://api.spotify.com/v1/audio-analysis/4xqnP90d1SV9wYXlQcx4uf,257480,4,Cornerstone of Misery,The Amity Affliction,0.241,0.245,0.314,0.452
0.386,0.921,0,-4.184,1,0.0883,0,0.339,94.059,2Wj2hzkxvpwxPwMiLu6qrX,https://api.spotify.com/v1/audio-analysis/2Wj2hzkxvpwxPwMiLu6qrX,264000,4,Corporate Cloning,Fear Factory,0.361,1,0.838,0.491
0.519,0.534,7,-5.593,0,0.0271,0.003,0.296,113.004,2DcSTVl4krW9WVLiV8kB2W,https://api.spotify.com/v1/audio-analysis/2DcSTVl4krW9WVLiV8kB2W,412707,4,Cortez the Killer,Prong,0.573,1,1,0.792
0.522,0.797,9,-11.845,1,0.0502,0.452,0.38,172.777,5Dl0kQlw30AJIFupjioRz4,https://api.spotify.com/v1/audio-analysis/5Dl0kQlw30AJIFupjioRz4,313800,4,Cosmic Monsters Inc.,White Zombie,0.016,0.992,0.588,0.407
0.157,0.961,11,-3.743,0,0.103,0.016,0.113,179.924,5GXDTt1dnYq53it7pV5viU,https://api.spotify.com/v1/audio-analysis/5GXDTt1dnYq53it7pV5viU,396080,4,Cosmic Power of the Infinite Shred Machine,DragonForce,0.32,0.922,0.76,0.814
0.316,0.988,5,-4.577,1,0.127,2.52e-4,0.545,180.238,3NlNBsmjyzz7FQ1BVuhINP,https://api.spotify.com/v1/audio-analysis/3NlNBsmjyzz7FQ1BVuhINP,196013,4,Cottages & Saunas,Korpiklaani,0.526,1,0.378,0.185
0.562,0.954,7,-5.685,1,0.101,0,0.338,139.979,1QVyWAbVgsw3j75d8mDzy9,https://api.spotify.com/v1/audio-analysis/1QVyWAbVgsw3j75d8mDzy9,180852,4,Countdown,Amaranthe,0.81,1,0.678,0.52
0.469,0.977,1,-3.535,1,0.0506,0,0.333,95.009,02KS93L0i9PxtP17FAfDCN,https://api.spotify.com/v1/audio-analysis/02KS93L0i9PxtP17FAfDCN,172733,4,Counterfeit,Wolves At The Gate,0.435,1,0.594,0.554
0.448,0.803,6,-3.88,0,0.0558,0,0.47,145.095,0FEdA3r8eoiCA58uR18D9z,https://api.spotify.com/v1/audio-analysis/0FEdA3r8eoiCA58uR18D9z,180000,4,Counting on Me,Smash Into Pieces,0.378,0.969,0.881,0.709
0.409,0.988,1,-4.388,1,0.0533,0.00367,0.357,94.028,0ibDhZncUAEjILJJlTUQpS,https://api.spotify.com/v1/audio-analysis/0ibDhZncUAEjILJJlTUQpS,225464,4,Coup de Grace,Motörhead,0.045,0.988,0.617,0.548
0.375,0.898,2,-3.336,0,0.0369,0.0113,0.459,98.066,1glLSf6mYPEYekR0PqJqyq,https://api.spotify.com/v1/audio-analysis/1glLSf6mYPEYekR0PqJqyq,255773,4,Course Of Fate,Amorphis,0.283,0.985,0.493,0.507
0.265,0.874,4,-6.318,1,0.167,0.417,0.17,169.009,1Fid6JYqPSVFlsDZfqWulZ,https://api.spotify.com/v1/audio-analysis/1Fid6JYqPSVFlsDZfqWulZ,56067,5,Courtship,HEALTH,0.085,0.255,0.732,0.296
0.351,0.739,0,-7.832,1,0.0545,0.0282,0.0354,81.096,3xNCfXb5UOYi2QeQkRbomw,https://api.spotify.com/v1/audio-analysis/3xNCfXb5UOYi2QeQkRbomw,215307,4,COURTSHIP II,HEALTH,0.216,0.944,0.277,0.267
0.269,0.739,10,-8.677,0,0.106,0.202,0.0674,80.797,4lHZqPZw2jd6KA4Ap2LeEV,https://api.spotify.com/v1/audio-analysis/4lHZqPZw2jd6KA4Ap2LeEV,227333,4,COURTSHIP II - ROLY PORTER RMX,HEALTH,0.002,0.824,0.346,0.418
0.415,0.908,2,-9.701,1,0.0765,0.0345,0.437,114.816,2SgbR6ttzoNlCRGQOKjrop,https://api.spotify.com/v1/audio-analysis/2SgbR6ttzoNlCRGQOKjrop,243533,4,Cowboys from Hell,Pantera,0.74,1,0.566,0.405
0.348,0.771,7,-4.735,0,0.0428,0.0517,0.295,125.12,3vrAsqpXUHtLyOOOMluIVG,https://api.spotify.com/v1/audio-analysis/3vrAsqpXUHtLyOOOMluIVG,295893,4,Crack In A Stone,Amorphis,0.524,0.932,0.427,0.457
0.376,0.909,8,-4.492,1,0.0639,0,0.345,170.165,2Tq5Zxq7XaFJlx4HcvL4xy,https://api.spotify.com/v1/audio-analysis/2Tq5Zxq7XaFJlx4HcvL4xy,259395,4,Crack In The Shell,Dynazty,0.184,0.949,0.149,0.37
0.511,0.948,10,-5.024,0,0.0637,0.236,0.341,123.009,6an29bD9C79IMFKB7xUr33,https://api.spotify.com/v1/audio-analysis/6an29bD9C79IMFKB7xUr33,229440,4,Crack the Sky,Amon Amarth,0.887,0.978,0.553,0.311
0.42,0.967,6,-5.121,1,0.296,0,0.229,160.047,5vMpS7INFsuipWzqWttMw0,https://api.spotify.com/v1/audio-analysis/5vMpS7INFsuipWzqWttMw0,315093,4,Cradle,Mudvayne,0.121,0.98,0.245,0.239
0.517,0.989,4,-3.776,0,0.143,0,0.134,95.008,1aFqgrxmIas7Kwl1lngOKy,https://api.spotify.com/v1/audio-analysis/1aFqgrxmIas7Kwl1lngOKy,198067,4,Cradle to the Grave,Five Finger Death Punch,0.578,1,0.559,0.485
0.225,0.995,3,-2.565,0,0.169,2.69e-5,0.391,171.114,5GUWVY00OBlB7VRrgoV2co,https://api.spotify.com/v1/audio-analysis/5GUWVY00OBlB7VRrgoV2co,208267,4,Crap Is the New Black,Siamese,0.439,0.375,0.445,0.426
0.653,0.971,8,-3.774,0,0.0611,0.224,0.588,124.996,1DmTnnz8DFtBSPOlDtIe8E,https://api.spotify.com/v1/audio-analysis/1DmTnnz8DFtBSPOlDtIe8E,215173,4,Crash,Static-X,0.826,1,0.879,0.648
0.481,0.903,3,-4.184,0,0.0372,0,0.396,129.903,2JVw5QzqOYmrPGwaUFBTUd,https://api.spotify.com/v1/audio-analysis/2JVw5QzqOYmrPGwaUFBTUd,224933,4,Crash and Burn,Smash Into Pieces,0.569,0.991,0.455,0.497
0.345,0.962,7,-3.061,1,0.14,2.42e-6,0.352,97.704,6FlLqxn1lNuVo8J5xABDcb,https://api.spotify.com/v1/audio-analysis/6FlLqxn1lNuVo8J5xABDcb,193893,4,Crashing Around You,Machine Head,0.457,0.369,0.876,0.777
0.294,0.875,5,-4.574,0,0.0405,0.0783,0.156,87.1,3LR5oxZK66YPZmDKGNZjWG,https://api.spotify.com/v1/audio-analysis/3LR5oxZK66YPZmDKGNZjWG,300133,4,Crawl,Anthrax,0.176,0.918,0.047,0.286
0.427,0.616,2,-8.062,0,0.0466,0.0371,0.108,135.036,6TMmrwal3Rd4m6HYvntW2J,https://api.spotify.com/v1/audio-analysis/6TMmrwal3Rd4m6HYvntW2J,247402,4,Crawl,Bad Omens,0.312,0.879,0,0.034
0.419,0.985,1,-3.472,1,0.119,0.134,0.0397,105.004,5GCLcrZENtwnkKChDMMHTi,https://api.spotify.com/v1/audio-analysis/5GCLcrZENtwnkKChDMMHTi,243160,4,Crawl Through Knives,In Flames,0.478,1,0.009,0.268
0.586,0.866,7,-6.47,1,0.257,6.5e-5,0.498,170.188,2LD2Mp5IY4pUAOCiKyCRap,https://api.spotify.com/v1/audio-analysis/2LD2Mp5IY4pUAOCiKyCRap,167187,4,Crazy,Clawfinger,0.158,0.991,0.671,0.604
0.525,0.976,9,-3.253,1,0.108,0.00152,0.553,131.942,1USqpNNJtR6zyCnxN4gonF,https://api.spotify.com/v1/audio-analysis/1USqpNNJtR6zyCnxN4gonF,185067,4,Crazy,Dope,0.889,0.924,0.703,0.483
0.382,0.954,8,-3.06,1,0.0766,0.476,0.275,160.994,2blfyjIMMhX4rZNVPoYmgF,https://api.spotify.com/v1/audio-analysis/2blfyjIMMhX4rZNVPoYmgF,310347,4,Crazy,W.A.S.P.,0.565,0.958,0.426,0.52
0.514,0.442,3,-11.376,1,0.0294,0,0.219,104.94,3auiXjafrc4sFflx8hE8sE,https://api.spotify.com/v1/audio-analysis/3auiXjafrc4sFflx8hE8sE,211520,4,Crazy,Within Temptation,0.464,0.766,0,0.297
0.302,0.988,0,-1.948,1,0.205,0,0.187,102.904,6LyvRnafBqrYZyN6lFepJn,https://api.spotify.com/v1/audio-analysis/6LyvRnafBqrYZyN6lFepJn,193853,4,Crazy But Proud,Suicidal Tendencies,0.482,0.923,0.209,0.231
0.499,0.969,6,-4.142,0,0.101,0,0.412,170.01,1n9o1Dhw3E5QQ1DWoFIzBR,https://api.spotify.com/v1/audio-analysis/1n9o1Dhw3E5QQ1DWoFIzBR,179892,4,Crazy For Your Crazy,Fame on Fire,0.543,1,0,0.073
0.491,0.989,2,-3.621,1,0.138,0.00252,0.0602,94.518,2czvKrR2jSPmleDpuIWWQH,https://api.spotify.com/v1/audio-analysis/2czvKrR2jSPmleDpuIWWQH,243665,4,Crazy Horse,Black Label Society,0.08,0.992,0.303,0.304
0.59,0.886,9,-6.825,0,0.0459,6.07e-5,0.59,125.054,4sJdeRLuhViXU1qp4wE6iC,https://api.spotify.com/v1/audio-analysis/4sJdeRLuhViXU1qp4wE6iC,210083,4,"Crazy, Mad, Insane",Beast In Black,0.907,0.897,0.563,0.464
0.659,0.864,6,-5.478,0,0.0289,4.89e-5,0.419,101.246,6M0BbriBTM0I6xozwJ1IoJ,https://api.spotify.com/v1/audio-analysis/6M0BbriBTM0I6xozwJ1IoJ,270893,4,Creamer (Radio Is Dead),Limp Bizkit,0.639,0.927,0.023,0.243
0.467,0.967,7,-5.907,1,0.195,0.287,0.31,149.956,7ny707AkHkLUNGhjx11Q0g,https://api.spotify.com/v1/audio-analysis/7ny707AkHkLUNGhjx11Q0g,334600,4,Creating God,Avenged Sevenfold,0.573,0.788,0.125,0.1
0.476,0.94,4,-3.72,0,0.0669,2.55e-4,0.461,75.99,56LGS7W4ji1xq7kVwZLGKm,https://api.spotify.com/v1/audio-analysis/56LGS7W4ji1xq7kVwZLGKm,194211,4,Creature,Asking Alexandria,0.446,1,0.7,0.596
0.525,0.933,2,-5.623,1,0.0443,0.766,0.536,129.604,3THPiuCtwBGxn3M1zCK9nO,https://api.spotify.com/v1/audio-analysis/3THPiuCtwBGxn3M1zCK9nO,205493,4,Creature Of The Wheel,White Zombie,0.796,1,0.546,0.593
0.497,0.836,11,-4.494,0,0.0295,8.51e-5,0.507,142.071,69Okr5waikbnJWwzfaTQHe,https://api.spotify.com/v1/audio-analysis/69Okr5waikbnJWwzfaTQHe,236387,3,CREATURES,Shinedown,0.706,0.919,0.452,0.52
0.188,0.901,8,-5.615,1,0.0769,0,0.515,178.551,7KYfdeyJ9yC5US0y2lwmPs,https://api.spotify.com/v1/audio-analysis/7KYfdeyJ9yC5US0y2lwmPs,229095,3,Creatvres,One Morning Left,0.191,1,0.179,0.376
0.288,0.809,0,-7.237,1,0.106,0.0123,0.0601,129.858,3hKXSjNkFMpY0Yk4vYk1A7,https://api.spotify.com/v1/audio-analysis/3hKXSjNkFMpY0Yk4vYk1A7,416600,4,Creepy Green Light,Type O Negative,0.078,0.786,0.413,0.525
0.285,0.907,7,-4.012,0,0.198,2.21e-6,0.382,168.165,2pz2zp3xgk9yuM8ttTnZTz,https://api.spotify.com/v1/audio-analysis/2pz2zp3xgk9yuM8ttTnZTz,238562,4,Cries In Vain,Bullet For My Valentine,0.075,0.998,0.717,0.634
0.295,0.927,9,-4.787,0,0.281,0.00238,0.124,84.072,6EVAv1phwuCZqrYS4V79Iz,https://api.spotify.com/v1/audio-analysis/6EVAv1phwuCZqrYS4V79Iz,499120,4,Cries Of The Past,Underoath,0.058,0.78,0.173,0.259
0.413,0.849,2,-6.855,1,0.131,0.863,0.173,170.695,3QNDS35PXUB2QN9jkUZE0Y,https://api.spotify.com/v1/audio-analysis/3QNDS35PXUB2QN9jkUZE0Y,124440,4,Crimewave,HEALTH,0.602,0.969,0.017,0.28
0.61,0.898,0,-5.384,1,0.0443,0.969,0.32,101.047,3I3Fhx5ypRElgBgRgOumTL,https://api.spotify.com/v1/audio-analysis/3I3Fhx5ypRElgBgRgOumTL,226444,4,Crimewave (Bearded Baby Re-Rmx),HEALTH,0.477,1,0.297,0.403
0.665,0.798,4,-6.628,0,0.0416,0.00171,0.896,119.961,01gP7TsipoJ83qX80l89wF,https://api.spotify.com/v1/audio-analysis/01gP7TsipoJ83qX80l89wF,160052,4,Crimewave (David Wolf Edit) [Crystal Castles Vs.],HEALTH,0.816,1,0.44,0.439
0.529,0.984,1,-3.998,1,0.0559,0.0445,0.696,104.003,78VYe2K0dUMFGU9ZtdyQhS,https://api.spotify.com/v1/audio-analysis/78VYe2K0dUMFGU9ZtdyQhS,255933,4,Criminal,Disturbed,0.811,0.986,0.824,0.712
0.395,0.532,1,-8.086,1,0.0584,0,0.233,118.004,5dLiDOrOoB6YBUYbFLuEFS,https://api.spotify.com/v1/audio-analysis/5dLiDOrOoB6YBUYbFLuEFS,181660,4,Criminals,Cyan Kicks,0.521,0.959,0.488,0.652
0.278,0.989,1,-2.685,1,0.126,8.47e-6,0.0891,174.98,0IkTvBoTjbhBprumR6EA7Z,https://api.spotify.com/v1/audio-analysis/0IkTvBoTjbhBprumR6EA7Z,271347,4,Crimson,ERRA,0.346,0.718,0.815,0.729
0.537,0.627,7,-7.229,1,0.0288,2.12e-6,0.168,134.945,28JSZ4KyzDXnnC2XnJX1db,https://api.spotify.com/v1/audio-analysis/28JSZ4KyzDXnnC2XnJX1db,297453,4,Crimson Day,Avenged Sevenfold,0.2,0.798,0.428,0.606
0.445,0.777,1,-6.011,1,0.0372,1.07e-5,0.249,89.854,06OAtSr9Yof33xxJgjpDte,https://api.spotify.com/v1/audio-analysis/06OAtSr9Yof33xxJgjpDte,305120,4,Crimson Thunder,HammerFall,0.151,0.96,0,0.259
0.499,0.966,7,-4.679,1,0.11,6.1e-5,0.215,138.042,1HVgwDKpZ0x931S9TxLlIl,https://api.spotify.com/v1/audio-analysis/1HVgwDKpZ0x931S9TxLlIl,315173,4,Critical Acclaim,Avenged Sevenfold,0.695,0.517,0.618,0.57
0.297,0.952,9,-3.674,0,0.0913,0.00643,0.0721,137.676,3XFaGEb6daqdj39ThpJ2XI,https://api.spotify.com/v1/audio-analysis/3XFaGEb6daqdj39ThpJ2XI,385818,4,Critical Darling,Slipknot,0.502,0.81,0.554,0.438
0.45,0.958,8,-2.146,1,0.0964,0,0.328,97.988,1CYIetKeu81xNkl2EHM7mH,https://api.spotify.com/v1/audio-analysis/1CYIetKeu81xNkl2EHM7mH,195573,4,Cross My Heart,Soil,0.047,0.993,0,0.263
0.438,0.945,2,-8.049,1,0.0753,8.29e-5,0.339,180.033,4Oq241mV2LEcQsfXQPOfZe,https://api.spotify.com/v1/audio-analysis/4Oq241mV2LEcQsfXQPOfZe,270123,4,Crossroads,Avenged Sevenfold,0.648,0.774,0.688,0.549
0.202,0.898,6,-4.807,1,0.0614,0.873,0.228,104.477,6GOzbGLpKYqFtFNa5mVQkA,https://api.spotify.com/v1/audio-analysis/6GOzbGLpKYqFtFNa5mVQkA,233373,4,Crow III,White Zombie,0.021,0.663,0.025,0.416
0.2,0.869,9,-7.049,0,0.0886,0.174,0.179,86.479,3LK0cE6zURQCFoiAzQiaUy,https://api.spotify.com/v1/audio-analysis/3LK0cE6zURQCFoiAzQiaUy,300013,4,Crow Killer Blues,Rob Zombie,0.211,0.665,0.43,0.3
0.263,0.994,1,-3.623,1,0.185,1.42e-4,0.375,95.149,6k2zjeFTAehRrQVLhgFuQW,https://api.spotify.com/v1/audio-analysis/6k2zjeFTAehRrQVLhgFuQW,209600,4,Crown of Misery,Bleed From Within,0.089,0.934,0.843,0.692
0.219,0.782,4,-6.282,0,0.0479,0.00243,0.316,143.76,7d1vDcephSJFpNSo9Y2nmS,https://api.spotify.com/v1/audio-analysis/7d1vDcephSJFpNSo9Y2nmS,325800,3,Crows bring the spring,Korpiklaani,0,1,0.928,0.718
0.508,0.977,0,-2.91,1,0.0717,0.00568,0.556,146.987,3mT7J5SnwFkcvWpniubop7,https://api.spotify.com/v1/audio-analysis/3mT7J5SnwFkcvWpniubop7,276987,3,Crucified,Disturbed,0.892,0.708,0.819,0.679
0.33,0.865,7,-5.032,1,0.0469,0.00396,0.317,106.863,73jBD7jkmNkNqoDWVR2bQk,https://api.spotify.com/v1/audio-analysis/73jBD7jkmNkNqoDWVR2bQk,269200,4,Crucified,Soil,0.308,0.967,0.733,0.613
0.381,0.939,9,-3.824,0,0.061,0,0.282,94.999,0ya93BVZ9nHd6z8pPyz9px,https://api.spotify.com/v1/audio-analysis/0ya93BVZ9nHd6z8pPyz9px,209267,4,Crucify,Ozzy Osbourne,0.298,0.905,0.492,0.403
