danceability,energy,key,loudness,mode,speechiness,instrumentalness,valence,tempo,id,analysis_url,duration_ms,time_signature,name,artists_name,tempo_confidence,time_signature_confidence,key_confidence,mode_confidence
0.285,0.35,10,-14.169,1,0.028,0.0012,0.126,179.73,3S5wV5y2slhlUxfFBORbz3,https://api.spotify.com/v1/audio-analysis/3S5wV5y2slhlUxfFBORbz3,403640,3,As the Crow Flies,Big Big Train,0.241,0.664,0.049,0.289
0.501,0.943,8,-3.446,1,0.0646,0.0609,0.278,124.018,6zVdxRL6ZPlhkORHFgQ3Ez,https://api.spotify.com/v1/audio-analysis/6zVdxRL6ZPlhkORHFgQ3Ez,283493,4,As the light Leads the way,Cloudscape,0.861,0.978,0.653,0.529
0.593,0.471,5,-15.369,0,0.106,0.948,0.866,121.467,47SAe6lfWsUbzk4taMSGGK,https://api.spotify.com/v1/audio-analysis/47SAe6lfWsUbzk4taMSGGK,72627,4,As the Sun Sets,Beardfish,0.932,0.979,0.907,0.773
0.368,0.793,3,-4.526,0,0.0359,0.0115,0.568,96.975,4jO52kOXBfVDh2h8XiPtUN,https://api.spotify.com/v1/audio-analysis/4jO52kOXBfVDh2h8XiPtUN,322000,4,As the World Burns,Vulture Industries,0.184,0.952,0.202,0.304
0.512,0.932,1,-4.929,1,0.0678,0.137,0.248,99.864,5KiuLr5OkRzSP1CsTPQqkf,https://api.spotify.com/v1/audio-analysis/5KiuLr5OkRzSP1CsTPQqkf,263307,3,Ascend,Wheel,0.023,1,0.495,0.449
0.0936,0.0123,4,-37.593,0,0.0428,0.983,0.0407,80.808,0dfD8RfJhIApMBMEu9XFpJ,https://api.spotify.com/v1/audio-analysis/0dfD8RfJhIApMBMEu9XFpJ,144453,5,Ascendant Here On...,Steven Wilson,0.3,0.953,0.212,0.449
0.225,0.88,7,-6.678,1,0.0356,0.85,0.25,95.997,4CVKZdWjp15q1bmSRVnfpZ,https://api.spotify.com/v1/audio-analysis/4CVKZdWjp15q1bmSRVnfpZ,299261,4,Ascending,Long Distance Calling,0.447,0.918,0.981,0.931
0.21,0.343,0,-11.474,0,0.0362,0.71,0.035,99.235,5l3ytSDQYu77VoawXDZSs6,https://api.spotify.com/v1/audio-analysis/5l3ytSDQYu77VoawXDZSs6,340680,4,Ascending to the Stars,The Flower Kings,0.149,0.813,0,0.15
0.459,0.571,2,-7.001,0,0.0287,5.79e-4,0.235,126.097,6S4Fx9jQQ7YXxNe0ZVqCw3,https://api.spotify.com/v1/audio-analysis/6S4Fx9jQQ7YXxNe0ZVqCw3,274360,4,Ascension,Arena,0.473,0.831,0.426,0.64
0.45,0.966,1,-4.703,1,0.0982,0,0.283,125.067,5NNfu3HqKuIiIt7o6AV4tE,https://api.spotify.com/v1/audio-analysis/5NNfu3HqKuIiIt7o6AV4tE,271500,4,Ascent (feat. Sam Bell),Valis Ablaze,0.304,0.789,0.724,0.681
0.344,0.922,9,-6.627,1,0.0833,8.82e-4,0.372,130.063,1QFvtsUQCIxKvVZ50OzHgm,https://api.spotify.com/v1/audio-analysis/1QFvtsUQCIxKvVZ50OzHgm,329467,4,Ashen Days,Dali's Dilemma,0.231,0.479,0.18,0.124
0.372,0.968,0,-4.261,0,0.189,4.99e-4,0.0698,154.116,2mKIuHf0xis39VvH2hVPBV,https://api.spotify.com/v1/audio-analysis/2mKIuHf0xis39VvH2hVPBV,298098,4,Ashen Sky,Vanishing Point,0.235,0.96,0.707,0.705
0.391,0.684,1,-7.735,0,0.0281,0.00371,0.0663,91.982,5QoWEMqyDtnFGva7lX7Kth,https://api.spotify.com/v1/audio-analysis/5QoWEMqyDtnFGva7lX7Kth,308720,4,Ashes,Psychotic Waltz,0.177,0.733,0.67,0.654
0.46,0.94,1,-4.12,0,0.0512,0.00276,0.588,159.934,2pIKRB09hrjff7js4ZjVKN,https://api.spotify.com/v1/audio-analysis/2pIKRB09hrjff7js4ZjVKN,411133,4,Ashes,Threshold,0.178,0.948,0.534,0.513
0.289,0.743,0,-10.864,1,0.0446,0.839,0.0399,146.136,78DGkVikxM9KbTD6oNKS7i,https://api.spotify.com/v1/audio-analysis/78DGkVikxM9KbTD6oNKS7i,117120,4,Ashes,Vokonis,0.438,0.665,0.962,0.755
0.488,0.783,4,-7.495,0,0.04,6.05e-5,0.254,144.925,3neWS9LOdXdcTgM5NE4NoM,https://api.spotify.com/v1/audio-analysis/3neWS9LOdXdcTgM5NE4NoM,381133,4,Ashes Of Summer,Subsignal,0.258,0.93,0.624,0.589
0.376,0.849,8,-4.683,0,0.0531,2.16e-5,0.219,171.046,4JTghOsx7F5yb8gkkyo8fl,https://api.spotify.com/v1/audio-analysis/4JTghOsx7F5yb8gkkyo8fl,318947,1,Ashes To Ear,Sun Caged,0.143,0.877,0.075,0.247
0.355,0.61,4,-9.343,0,0.0354,0.766,0.359,131.298,0Hd0I2npCvLJUnVcpcpzPn,https://api.spotify.com/v1/audio-analysis/0Hd0I2npCvLJUnVcpcpzPn,474987,4,Ask Someone Who Knows,Beardfish,0.25,0.422,0.169,0.31
0.42,0.867,8,-6.087,1,0.0402,0,0.292,158.1,2ERwsYlZa3vUyGgEjpJY9x,https://api.spotify.com/v1/audio-analysis/2ERwsYlZa3vUyGgEjpJY9x,310846,4,Ask You Anyway,Allen Lande,0.564,0.982,0.889,0.742
0.285,0.139,2,-22.855,1,0.0421,0,0.297,70.076,6tDfOpB4xzrnGIRRDlF6S2,https://api.spotify.com/v1/audio-analysis/6tDfOpB4xzrnGIRRDlF6S2,69083,4,Asl,Myrath,0.104,0.667,0,0
0.393,0.392,9,-10.478,0,0.0283,0.00428,0.0396,96.153,5xAaZSHlFQuuHRQ77d85iZ,https://api.spotify.com/v1/audio-analysis/5xAaZSHlFQuuHRQ77d85iZ,383280,3,Asoulum,Lunatic Soul,0.354,0.238,0.393,0.505
0.546,0.976,9,-5.75,0,0.0962,0.0296,0.207,120.022,79jgjajlBYfnTgQTd4ZcJN,https://api.spotify.com/v1/audio-analysis/79jgjajlBYfnTgQTd4ZcJN,307613,4,Asphyxiation,Sons Of Apollo,0.72,1,0.492,0.421
0.271,0.959,2,-4.036,1,0.141,0.26,0.33,109.486,7JZXu2LyrBwMuX8cuFjUeX,https://api.spotify.com/v1/audio-analysis/7JZXu2LyrBwMuX8cuFjUeX,341520,4,Astral Projection,Pagan's Mind,0.505,0.926,0.356,0.372
0.455,0.975,7,-5.373,1,0.0779,9.84e-5,0.373,99.979,7egWsTWHWDEDY0cwGdTT1s,https://api.spotify.com/v1/audio-analysis/7egWsTWHWDEDY0cwGdTT1s,322013,4,Astray,Evergrey,0.01,0.994,0.186,0.575
0.66,0.73,2,-8.273,0,0.0332,0.00139,0.684,119.988,0oyXzjAb3JdM7eqMnBUSKZ,https://api.spotify.com/v1/audio-analysis/0oyXzjAb3JdM7eqMnBUSKZ,296587,4,Astronaut Down,Chroma Key,0.757,1,0.508,0.467
0.202,0.516,0,-5.362,0,0.035,0.858,0.143,130.949,0RPzpifiSzQtiGU0GLvW0c,https://api.spotify.com/v1/audio-analysis/0RPzpifiSzQtiGU0GLvW0c,378053,4,Asu E No Sanka,Marty Friedman,0.042,0.569,0.373,0.535
0.572,0.763,1,-8.061,1,0.0363,0.0142,0.554,99.546,050YgwmO3ZWgcxyHBCH2uh,https://api.spotify.com/v1/audio-analysis/050YgwmO3ZWgcxyHBCH2uh,423452,4,Asylum,Andromeda,0.441,0.679,0.469,0.501
0.617,0.361,11,-11.226,0,0.0828,0.668,0.79,141.354,0NYONv5WEjWo1ggsyucJIg,https://api.spotify.com/v1/audio-analysis/0NYONv5WEjWo1ggsyucJIg,156096,4,Asymmetry,Karnivool,0.066,1,0,0.055
0.536,0.846,4,-6.343,0,0.0503,0,0.281,119.944,4H6CqgoQIB2kVEROZ7orUH,https://api.spotify.com/v1/audio-analysis/4H6CqgoQIB2kVEROZ7orUH,311360,3,"At 30,000 Ft",Queensrÿche,0.674,0.421,0.682,0.597
0.316,0.876,7,-7.402,1,0.0869,0.00711,0.187,119.917,2S4ofTa9MiZwl0N4KmLC2D,https://api.spotify.com/v1/audio-analysis/2S4ofTa9MiZwl0N4KmLC2D,1353789,4,At Day's End,Redemption,0.03,0.174,0.514,0.572
0.534,0.808,0,-9.031,1,0.0336,0.00447,0.258,133.677,7MuU5Y2hgAv98mfFFm9qiZ,https://api.spotify.com/v1/audio-analysis/7MuU5Y2hgAv98mfFFm9qiZ,437187,4,At Death's Door,Enchant,0.824,0.97,0.394,0.448
0.218,0.621,0,-9.932,1,0.0455,0.819,0.36,81.038,1FkiD774IgozjplNGeUEmj,https://api.spotify.com/v1/audio-analysis/1FkiD774IgozjplNGeUEmj,286800,4,At Fates Hands,Fates Warning,0.11,0.457,0.258,0.429
0.521,0.456,7,-10.219,0,0.0877,0.216,0.572,143.759,5tnJP0Yl2MdCt70mj5Eh1T,https://api.spotify.com/v1/audio-analysis/5tnJP0Yl2MdCt70mj5Eh1T,112880,3,At Home Watching Movies,Beardfish,0.649,1,0.526,0.41
0.172,0.265,4,-14.591,1,0.0388,0.332,0.0587,119.777,6k8P3xVO1bzjye2SVfG77I,https://api.spotify.com/v1/audio-analysis/6k8P3xVO1bzjye2SVfG77I,192333,4,At Peace,Nosound,0.262,0.885,0.646,0.701
0.0733,0.155,4,-18.217,1,0.0344,0.775,0.0897,178.753,63CmWasC3qC1n2dkkh7exi,https://api.spotify.com/v1/audio-analysis/63CmWasC3qC1n2dkkh7exi,192857,3,At Peace - Binaural,Nosound,0.4,0.657,0.599,0.687
0.343,0.561,1,-8.028,0,0.0438,0.248,0.147,120.217,02WdcrgTHRNmcxShMGS9Hl,https://api.spotify.com/v1/audio-analysis/02WdcrgTHRNmcxShMGS9Hl,441173,4,At the Bottom,Leprous,0.501,0.895,0.429,0.475
0.666,0.879,4,-4.419,0,0.0583,6.6e-6,0.513,129.908,5GqJjXSIghZCM369OEzDb5,https://api.spotify.com/v1/audio-analysis/5GqJjXSIghZCM369OEzDb5,209538,4,At The Bottom Of The Bottle,Infected Rain,0.638,0.97,0.795,0.528
0.604,0.768,7,-7.935,1,0.057,2.74e-4,0.152,109.971,7BjmWxyjbFeemDezfA4kSZ,https://api.spotify.com/v1/audio-analysis/7BjmWxyjbFeemDezfA4kSZ,363253,4,At the Edge,Queensrÿche,0.712,0.954,0.469,0.442
0.253,0.936,7,-4.348,0,0.0744,0.00122,0.113,174.72,3D3pwRGk7GhdSAcEfuwYpR,https://api.spotify.com/v1/audio-analysis/3D3pwRGk7GhdSAcEfuwYpR,302360,3,At the End of the Bridge,Klone,0.363,1,0.413,0.429
0.255,0.951,9,-4.004,1,0.0685,0.577,0.233,106.026,7nABQLwmF7aVFPTqdCUQzO,https://api.spotify.com/v1/audio-analysis/7nABQLwmF7aVFPTqdCUQzO,574493,3,At the Graves,Pagan's Mind,0.058,0.449,0.541,0.542
0.483,0.803,9,-9.158,0,0.0363,0.276,0.109,108.816,3aT9WMqa8f7GOa8IreEChl,https://api.spotify.com/v1/audio-analysis/3aT9WMqa8f7GOa8IreEChl,465693,4,At the Same Pace,Kingcrow,0.684,0.932,0.45,0.441
0.387,0.726,4,-10.023,1,0.0466,0.155,0.53,130.075,7a3RFehgLDl8yN8oRhyuUq,https://api.spotify.com/v1/audio-analysis/7a3RFehgLDl8yN8oRhyuUq,388160,4,At the Speed of Light,Karmakanic,0.129,0.996,0.388,0.346
0.247,0.952,10,-5.823,0,0.161,0.0174,0.15,120.276,0IJ26wUaqPD10ge7mOFOsF,https://api.spotify.com/v1/audio-analysis/0IJ26wUaqPD10ge7mOFOsF,592440,4,Atemporal Divinity,Persefone,0.426,0.092,0.401,0.263
0.492,0.392,10,-10.414,0,0.0327,3.62e-4,0.403,135.005,2IpfogHx3slMFLsDgnifa1,https://api.spotify.com/v1/audio-analysis/2IpfogHx3slMFLsDgnifa1,293000,4,Atlantic,Sleep Token,0.352,0.995,0.516,0.632
0.341,0.572,2,-11.703,1,0.0406,0.0153,0.163,140.026,7E3qCnpcGxpvF6bjMHKMwe,https://api.spotify.com/v1/audio-analysis/7E3qCnpcGxpvF6bjMHKMwe,906147,4,Atlantic Cable,Big Big Train,0.168,0.592,0.634,0.567
0.442,0.879,11,-7.531,0,0.165,0.59,0.108,150.004,5s5jZiL8dDDSS4OEq8HjA1,https://api.spotify.com/v1/audio-analysis/5s5jZiL8dDDSS4OEq8HjA1,170951,4,Atlantis,Nekrogoblikon,0.039,0.941,0.637,0.218
0.459,0.822,6,-5.777,1,0.0375,0,0.528,131.918,4DePMwdrlzwZtYeLmBh1yS,https://api.spotify.com/v1/audio-analysis/4DePMwdrlzwZtYeLmBh1yS,330533,4,Atlantis Rising,Nightingale,0.744,0.876,0.433,0.461
0.433,0.971,7,-5.997,1,0.11,0.32,0.176,115.146,0cxkHj8789ebIlJjdgLCEL,https://api.spotify.com/v1/audio-analysis/0cxkHj8789ebIlJjdgLCEL,302493,4,Atlas,Caligula's Horse,0.553,1,0.237,0.39
0.5,0.863,6,-8.603,0,0.0584,0.00401,0.329,115.098,1UYOa5SOGns6tJyMa8YDEc,https://api.spotify.com/v1/audio-analysis/1UYOa5SOGns6tJyMa8YDEc,310410,4,Atlas - revisited,Caligula's Horse,0.823,0.947,0.078,0.262
0.254,0.89,1,-5.936,1,0.0639,5.46e-4,0.285,124.957,4kM39hZ3KC5iTss5eD61v3,https://api.spotify.com/v1/audio-analysis/4kM39hZ3KC5iTss5eD61v3,429333,4,Atlas Hour,Intervals,0.159,0.685,0.363,0.474
0.45,0.896,0,-5.869,1,0.0455,0.00124,0.34,105.082,0ZkkO456qIrAH9cr9DcPlW,https://api.spotify.com/v1/audio-analysis/0ZkkO456qIrAH9cr9DcPlW,453867,3,Atlas Stone,Haken,0.694,0.352,0.425,0.673
0.195,0.657,5,-6.831,1,0.0357,0.925,0.139,132.772,7e0vUB6aYjb764x5sXOl9K,https://api.spotify.com/v1/audio-analysis/7e0vUB6aYjb764x5sXOl9K,692120,4,Atom Heart Mother,RPWL,0.283,0.981,0.457,0.556
0.497,0.979,2,-5.263,1,0.163,0.00204,0.224,124.984,04V7NxgdkgEn4oMLH8F0BA,https://api.spotify.com/v1/audio-analysis/04V7NxgdkgEn4oMLH8F0BA,318653,4,Atomic Firelight,Pagan's Mind,0.649,0.826,0.464,0.119
0.61,0.307,9,-11.737,0,0.0339,0.877,0.174,127.703,5gzNHQ7vcN4RR5oxwOrVxY,https://api.spotify.com/v1/audio-analysis/5gzNHQ7vcN4RR5oxwOrVxY,469493,1,Atomic Prince / Kaleidoscope,The Flower Kings,0.473,0.783,0.545,0.405
0.236,0.456,2,-10.703,1,0.0303,0.768,0.0395,186.497,41sSS9PLmI14PGbcuSKZDt,https://api.spotify.com/v1/audio-analysis/41sSS9PLmI14PGbcuSKZDt,388080,4,Atonement,Opeth,0.088,1,0.029,0.485
0.486,0.99,7,-4.537,1,0.132,0.257,0.185,110.004,4VFgqU0FZ1elZn7LAUogci,https://api.spotify.com/v1/audio-analysis/4VFgqU0FZ1elZn7LAUogci,277213,4,Atrophy of Hippocrates,Allegaeon,0.963,0.923,0.484,0.416
0.434,0.722,5,-6.759,0,0.0313,3.9e-4,0.0763,103.824,5yaEESwUJ9JBlvRE8Pj3HE,https://api.spotify.com/v1/audio-analysis/5yaEESwUJ9JBlvRE8Pj3HE,393587,4,Audience of Evidence,Teramaze,0.478,0.908,0.562,0.622
0.249,0.268,2,-29.972,1,0.0764,0.878,0.0276,108.675,36E4snAJKJenU1AWxiqbRz,https://api.spotify.com/v1/audio-analysis/36E4snAJKJenU1AWxiqbRz,141926,3,Aum,Karnivool,0.424,0.23,0.996,0.773
0.493,0.974,9,-4.762,1,0.0815,0.948,0.265,110.007,2wvH8AdoufBrymkusKoidd,https://api.spotify.com/v1/audio-analysis/2wvH8AdoufBrymkusKoidd,309840,4,Aurora,Arch Echo,0.85,0.086,0.406,0.431
0.341,0.875,1,-4.973,0,0.0644,0.227,0.188,89.99,6ZNISOKE44BV11yE5IigJ1,https://api.spotify.com/v1/audio-analysis/6ZNISOKE44BV11yE5IigJ1,273427,4,Aurora,Cynic,0,0.81,0.474,0.54
0.478,0.794,7,-6.976,1,0.0318,0.809,0.225,138.049,2rKBa6SApF3dQtEARrUaQT,https://api.spotify.com/v1/audio-analysis/2rKBa6SApF3dQtEARrUaQT,378667,4,Austere,Ihsahn,0.622,0.6,0.486,0.564
0.361,0.818,0,-5.485,1,0.0505,0.923,0.203,120.003,7GTLEfRKDsYCxB9ooQyMZ4,https://api.spotify.com/v1/audio-analysis/7GTLEfRKDsYCxB9ooQyMZ4,580000,4,Austerity,The Ocean,0.305,0.49,0.689,0.413
0.363,0.855,8,-7.515,1,0.0679,0.00218,0.568,110.024,21qOz8rIxzG6upMPOmIoqI,https://api.spotify.com/v1/audio-analysis/21qOz8rIxzG6upMPOmIoqI,571400,3,Author of Confusion,Neal Morse,0.174,0.44,0.59,0.606
0.268,0.845,8,-4.561,1,0.0633,0.00136,0.371,105.653,1vVBSIQCZMbC4T8DpY92SA,https://api.spotify.com/v1/audio-analysis/1vVBSIQCZMbC4T8DpY92SA,852480,3,Author Of Confusion / I'm The Guy,Neal Morse,0.054,0.005,0.361,0.217
0.685,0.815,4,-6.069,0,0.0929,0.835,0.658,124.99,67QkH9k40ocjdf20ryvTGZ,https://api.spotify.com/v1/audio-analysis/67QkH9k40ocjdf20ryvTGZ,204194,4,Auto,Freak Kitchen,0.877,0.58,0.455,0.37
0.465,0.938,4,-4.856,0,0.0487,5.7e-5,0.569,95.001,3V7328bj8GktYteReIKhrf,https://api.spotify.com/v1/audio-analysis/3V7328bj8GktYteReIKhrf,290080,4,Automaton,Intervals,0.655,0.998,0.459,0.371
0.587,0.851,6,-5.672,0,0.0265,5.45e-4,0.502,130.01,3DQzr1ML0edcuJSSyxrCvg,https://api.spotify.com/v1/audio-analysis/3DQzr1ML0edcuJSSyxrCvg,341000,4,Autumn Red,Threshold,0.774,0.834,0.513,0.433
0.433,0.332,3,-14.76,0,0.0341,0.936,0.0383,121.919,4m55btBd5hMnrfAyfjCGcU,https://api.spotify.com/v1/audio-analysis/4m55btBd5hMnrfAyfjCGcU,227936,4,Autumn Song,God Is An Astronaut,0.107,1,0.465,0.536
0.718,0.882,4,-10.991,0,0.123,0.00216,0.253,125.907,5iAlJNCbk3lSBgJXX0W1IE,https://api.spotify.com/v1/audio-analysis/5iAlJNCbk3lSBgJXX0W1IE,292467,4,Autumn Stream,22,0.552,0.949,0,0
0.182,0.359,11,-16.626,1,0.0463,3.85e-4,0.055,66.369,6wlB5mL0Vg4JAVktsLASAE,https://api.spotify.com/v1/audio-analysis/6wlB5mL0Vg4JAVktsLASAE,228533,4,Ava Maria Guarani,Royal Hunt,0.116,0.455,0.086,0.29
0.432,0.962,11,-4.469,1,0.0792,0.871,0.15,100.055,4EyyRZq76CaNEBSzLDQum5,https://api.spotify.com/v1/audio-analysis/4EyyRZq76CaNEBSzLDQum5,288875,4,Avalanche,August Burns Red,0,0.658,0.816,0.742
0.391,0.6,1,-6.652,1,0.0305,0.0101,0.189,140.233,76P0knKTbw53IhRwWXFZt8,https://api.spotify.com/v1/audio-analysis/76P0knKTbw53IhRwWXFZt8,248053,4,Avalanche,Cellar Darling,0.626,0.83,1,0.935
0.349,0.566,9,-9.369,0,0.0363,0.843,0.156,122.018,6y2RNNTE4yQwb01kckrr6Q,https://api.spotify.com/v1/audio-analysis/6y2RNNTE4yQwb01kckrr6Q,359280,4,Avalanche,Mercury Circle,0.431,0.937,0.408,0.375
0.458,0.917,2,-4.836,0,0.0507,3.87e-5,0.6,117.376,3G6rglfDbkjasqp36BdU9V,https://api.spotify.com/v1/audio-analysis/3G6rglfDbkjasqp36BdU9V,272240,4,Avenue of Broken Dreams,Knight Area,0.876,0.815,0.253,0.339
0.541,0.644,3,-8.938,0,0.0328,0,0.456,92.978,1EW1eDpanwRjwsE3XDuY27,https://api.spotify.com/v1/audio-analysis/1EW1eDpanwRjwsE3XDuY27,286960,4,Avo,Pure Reason Revolution,0.403,1,0.508,0.592
0.658,0.82,1,-4.795,0,0.0324,6.84e-5,0.85,117.264,3WhVlptka2FKc3jLax93Yc,https://api.spotify.com/v1/audio-analysis/3WhVlptka2FKc3jLax93Yc,203920,4,Awaken,Savatage,0.883,0.873,0.17,0.318
0.387,0.697,4,-7.822,0,0.034,0.872,0.584,93.314,765ZdDOAhXCFu8JKIR4loQ,https://api.spotify.com/v1/audio-analysis/765ZdDOAhXCFu8JKIR4loQ,360720,4,Awaken the Sleeping,Beardfish,0.321,0.966,0.42,0.242
0.528,0.959,1,-4.591,0,0.0883,0.00764,0.149,133.903,1GbYg3vS3uej11XOD7IiIF,https://api.spotify.com/v1/audio-analysis/1GbYg3vS3uej11XOD7IiIF,333779,4,Awakened,SOTO,0.329,1,0.351,0.298
0.431,0.218,9,-19.722,0,0.0302,0.955,0.11,93.471,5QBDAXXpzkBIPGKonC5HoY,https://api.spotify.com/v1/audio-analysis/5QBDAXXpzkBIPGKonC5HoY,139307,4,Awakening,Knight Area,0.186,1,0.304,0.312
0.44,0.788,4,-5.453,0,0.0475,0.546,0.147,89.996,2hNzAFKUoNBt3K3qYvjKc5,https://api.spotify.com/v1/audio-analysis/2hNzAFKUoNBt3K3qYvjKc5,297117,4,Awakening,Seas on the Moon,0.154,0.903,0.622,0.435
0.496,0.989,9,-4.023,1,0.159,0.567,0.421,159.951,2WA3bLJ08RzXwt4OzmM5mz,https://api.spotify.com/v1/audio-analysis/2WA3bLJ08RzXwt4OzmM5mz,238707,4,Awakening,Sylosis,0.768,1,0.391,0.511
0.281,0.477,4,-8.882,1,0.0443,0.023,0.23,138.436,2EP9GP8VtP2rEJEZsgVeVx,https://api.spotify.com/v1/audio-analysis/2EP9GP8VtP2rEJEZsgVeVx,370867,4,Awakening/Bitterness,Kaipa,0.088,0.676,0,0
0.54,0.816,7,-6.651,1,0.0431,0.00395,0.19,128.108,5MctPInHDRIwUVZDBCMtMc,https://api.spotify.com/v1/audio-analysis/5MctPInHDRIwUVZDBCMtMc,501733,3,Awakenings,Symphony X,0.466,0.056,0.56,0.526
0.252,0.899,5,-6.491,1,0.104,0.229,0.185,85.102,4IryJ3YdtTiCVevjG8znG6,https://api.spotify.com/v1/audio-analysis/4IryJ3YdtTiCVevjG8znG6,447533,1,Aware Of Being Watched,Persefone,0.126,0.213,0.318,0.427
0.268,0.616,3,-8.318,0,0.0354,0.00283,0.145,97.025,2k36M5j9MI24tH1fwpOIhX,https://api.spotify.com/v1/audio-analysis/2k36M5j9MI24tH1fwpOIhX,355267,4,Away,Votum,0.243,0.971,0.766,0.71
0.131,0.995,8,-3.138,0,0.127,0.896,0.0844,89.555,0FAGTtAEZ1M8Ln0jotVNPT,https://api.spotify.com/v1/audio-analysis/0FAGTtAEZ1M8Ln0jotVNPT,101080,4,Axe To Fall,Converge,0.031,0.961,0.38,0.367
0.251,0.839,5,-6.676,0,0.0586,0.809,0.317,124.029,7sB5YeWE2hsmoCePIuwwac,https://api.spotify.com/v1/audio-analysis/7sB5YeWE2hsmoCePIuwwac,230413,4,Azure,Vokonis,0.096,0.974,0.653,0.611
0.471,0.929,2,-3.244,0,0.0719,1.01e-4,0.242,129.848,10spne1vvURgtFpydiB920,https://api.spotify.com/v1/audio-analysis/10spne1vvURgtFpydiB920,296366,4,B.l.e.a.k.,Kryn,0.26,0.073,0.542,0.49
0.581,0.306,2,-13.933,0,0.035,6.61e-6,0.152,114.909,2tTjg3eL7MdnosJQzLkBJu,https://api.spotify.com/v1/audio-analysis/2tTjg3eL7MdnosJQzLkBJu,205362,1,B.l.e.a.k. (Acoustik),Kryn,0.426,0.547,0.923,0.804
0.564,0.533,0,-8.15,1,0.0354,0.155,0.31,95.054,0p8JzIT1aLSGq64H0xFmvz,https://api.spotify.com/v1/audio-analysis/0p8JzIT1aLSGq64H0xFmvz,268480,4,Babe,Emigrate,0.556,1,1,0.739
0.363,0.41,2,-8.621,0,0.0306,0.818,0.0778,149.914,4VILEMvpmIoB59NAL3a5j5,https://api.spotify.com/v1/audio-analysis/4VILEMvpmIoB59NAL3a5j5,193213,3,Baby Dream In Cellophane,Porcupine Tree,0.017,0.473,1,0.835
0.161,0.82,0,-8.856,1,0.0495,0.949,0.261,131.382,5ayJEcAE770LP50TXuAmQD,https://api.spotify.com/v1/audio-analysis/5ayJEcAE770LP50TXuAmQD,330533,3,Baby Song,Devin Townsend,0.401,0.37,0.615,0.622
0.231,0.557,4,-10.694,1,0.0417,0.797,0.0396,82.51,1LPMIDdRPmA4L0bqpmxRyr,https://api.spotify.com/v1/audio-analysis/1LPMIDdRPmA4L0bqpmxRyr,154413,4,Babylon,The Flower Kings,0.132,1,0.333,0.468
0.383,0.722,4,-6.925,0,0.0638,0.778,0.0371,149.922,08on2wzs5D8ccY4oRrMR7G,https://api.spotify.com/v1/audio-analysis/08on2wzs5D8ccY4oRrMR7G,257464,4,Babylon...,Loathe,0.313,1,0.515,0.558
0.383,0.988,4,-4.869,0,0.133,0.035,0.191,148.038,1rfztlEkSrTzBbHz7xRC29,https://api.spotify.com/v1/audio-analysis/1rfztlEkSrTzBbHz7xRC29,262320,4,Back for More,Pyramaze,0.441,0.662,0.373,0.349
0.595,0.765,7,-6.48,0,0.0297,0.0604,0.686,125.987,3c6w3q4tdhPq7LYox3otT7,https://api.spotify.com/v1/audio-analysis/3c6w3q4tdhPq7LYox3otT7,290213,4,Back from the Past,Arjen Anthony Lucassen's Star One,0.845,0.974,0.378,0.206
0.423,0.585,9,-7.212,0,0.0466,1.12e-4,0.0999,119.974,6WGtatccA5pZVb1i3yi5Jt,https://api.spotify.com/v1/audio-analysis/6WGtatccA5pZVb1i3yi5Jt,387320,4,Back in These Arms,Mostly Autumn,0.663,0.777,0.561,0.467
0.186,0.735,0,-9.25,0,0.0794,0.23,0.0958,72.718,5cOrZRPNuaAij7ikk4NLDe,https://api.spotify.com/v1/audio-analysis/5cOrZRPNuaAij7ikk4NLDe,74347,4,Back in Time,Seventh Wonder,0.217,0.612,0.236,0.327
0.571,0.881,2,-6.939,0,0.0335,0.00188,0.299,133.544,21KtExIXHpexDU7kuTHu3Y,https://api.spotify.com/v1/audio-analysis/21KtExIXHpexDU7kuTHu3Y,425227,3,Back On Planet Earth,Ayreon,0.762,0.721,0.505,0.347
0.525,0.946,3,-6.266,1,0.0497,0,0.444,129.995,6sUGv0AwSdWzRUan2i3fyK,https://api.spotify.com/v1/audio-analysis/6sUGv0AwSdWzRUan2i3fyK,245067,4,Back On The Ground,James Labrie,0.59,0.907,0.46,0.51
0.392,0.961,0,-4.785,1,0.102,0.0125,0.329,152.105,2PKTSjZW7mKWDKW43RpZ2X,https://api.spotify.com/v1/audio-analysis/2PKTSjZW7mKWDKW43RpZ2X,243120,4,Back on the Throne,Firewind,0.207,0.938,0.041,0.305
0.476,0.571,3,-6.31,1,0.0354,6.67e-4,0.195,121.788,7N072cf54AZIPFeJWZIMKE,https://api.spotify.com/v1/audio-analysis/7N072cf54AZIPFeJWZIMKE,367547,4,Back to a Reason,Savatage,0.001,0.983,0.36,0.563
0.361,0.911,6,-4.552,0,0.078,2.12e-5,0.35,175.122,1YXjILvV6FmxezDQvYD71B,https://api.spotify.com/v1/audio-analysis/1YXjILvV6FmxezDQvYD71B,232920,4,Back to Black,Psychotic Waltz,0.225,0.978,0.273,0.313
0.195,0.688,3,-7.219,0,0.0394,0.776,0.0368,108.269,1cZtzz1ABGq6XGC21cCb0p,https://api.spotify.com/v1/audio-analysis/1cZtzz1ABGq6XGC21cCb0p,429680,4,Back To Chapel Town,Cult Of Luna,0.248,0.571,0.223,0.37
